"k","Q_subset_mc","Q_bag_inf_mc","Q_bag_G_mc","R_bag_inf_mc","R_weight_exact_mc","R_weight_identity_gap","R_bag_inf_smallhet","R_bag_excess_smallhet.x","Q_bag_inf_smallhet_level","R_smallhet_abs_error","R_smallhet_rel_error","R_ratio_mc_to_smallhet","w_l2_mc","w_l2_smallhet","w_max_abs_mc","w_max_abs_smallhet","w_rmse_approx_error","w_max_approx_error","w_corr_with_approx","Q_bag_inf_smallhet","Q_bag_G_smallhet","R_bag_excess_smallhet.y","R_bag_G_excess_smallhet","Q_subset_leading","Q_subset_delta","L_bag_inf_smallhet","L_bag_G_smallhet","L_subset_leading","L_subset_delta","L_equal","L_oracle_optimal","L_full_estimated_theory"
1,4.10033049989301,1.06268273242756,1.06647979213689,0.00268273242756134,0.00268273242756151,-1.70870262383715e-16,0.00207417807967639,0.00207417807967639,1.06207417807968,0.000608554347884952,0.226841239041547,1.29339541953886,0.0290545359978561,0.0262943471724525,0.00977977323725301,0.011462958659816,0.00224993827075816,0.00533333333333333,0.83933109244093,1.06207417807968,1.06574658535708,0.00207417807967647,0.00574658535707684,4,4.10370890398382,2.06207417807968,2.06574658535708,5,5.10370890398382,2.06212871843815,2.06,2.59126315789474
2,2.52639476220812,1.06115076136946,1.06298231637051,0.00115076136946479,0.00115076136946488,-8.56519716263549e-17,0.000497595407702457,0.000497595407702457,1.0604975954077,0.000653165961762335,0.567594619609204,2.31264467407003,0.0198486560417448,0.0128788639212012,0.00658508419803425,0.00561451036399153,0.00204345231607654,0.00488114745609443,0.68664078593362,1.0604975954077,1.06229697341344,0.000497595407702445,0.00229697341344282,2.5,2.52539809893481,2.06915514832958,2.07096208674711,3.51470588235294,3.54021069598916,2.06212871843815,2.06,2.59126315789474
3,2.01252781785153,1.06061417779831,1.06180406984838,0.000614177798312188,0.00061417779831231,-1.22514845490862e-16,0.000212034771530619,0.000212034771530619,1.06021203477153,0.000402143026781569,0.654766466464095,2.89658999737926,0.0145761456792472,0.00840703617078415,0.00546165425965625,0.00366502759871669,0.00154085382626291,0.00323214372385978,0.670914900631406,1.06021203477153,1.06138676972807,0.000212034771530645,0.00138676972806606,2,2.0110528763883,2.07759779033922,2.07878243867092,3.0253164556962,3.03646260530297,2.06212871843815,2.06,2.59126315789474
4,1.75576724646085,1.06034774950214,1.06121702387334,0.000347749502142225,0.000347749502142137,8.84166871661929e-17,0.000114248251160851,0.000114248251160851,1.06011424825116,0.000233501250981374,0.671463940402351,3.0438059104522,0.0111866569484183,0.0061711222955756,0.00398375781844388,0.00269028621607927,0.00132557381869544,0.00313292736348962,0.545865063565418,1.06011424825116,1.06097660544085,0.000114248251160909,0.000976605440846878,1.75,1.75608496120313,2.0863021412374,2.08717546059476,2.78495762711864,2.79111993952351,2.06212871843815,2.06,2.59126315789474
5,1.60390329934205,1.06027081976697,1.06095036036644,0.000270819766968744,0.000270819766968773,-2.91650384398601e-17,6.99743542081581e-05,6.99743542081581e-05,1.06006997435421,0.000200845412760586,0.741620211141257,3.87027175932365,0.00954534677815521,0.00482957397045047,0.00288193288297521,0.00210544138649682,0.00115327759481063,0.00253957609763291,0.519913369167165,1.06006997435421,1.06074488688627,6.997435420808e-05,0.000744886886265395,1.6,1.60380971484022,2.09513499519428,2.09582139559922,2.64425531914894,2.6481298801992,2.06212871843815,2.06,2.59126315789474
6,1.50146887647168,1.06020821426973,1.06075979009748,0.000208214269725726,0.000208214269725655,7.13405029495462e-17,4.64575959351831e-05,4.64575959351831e-05,1.06004645759594,0.000161756673790543,0.776876022972008,4.48181326507345,0.00851023928564044,0.00393520842036705,0.00367397032824382,0.00171554483344186,0.0011824541334135,0.00327561120009709,0.268742651181853,1.06004645759594,1.06059639952394,4.64575959351343e-05,0.000596399523940416,1.5,1.50258684341003,2.1040645442967,2.10462623712061,2.5534188034188,2.55606092126067,2.06212871843815,2.06,2.59126315789474
7,1.43097858761731,1.06019205735092,1.06065554051376,0.000192057350923092,0.000192057350923147,-5.51045754165758e-17,3.25982819175823e-05,3.25982819175823e-05,1.06003259828192,0.000159459069005509,0.830267981095729,5.89164028364032,0.0081301137886575,0.00329637588459318,0.00351563808234662,0.00143704729554545,0.00096477661802819,0.00219768293050016,0.567635243604028,1.06003259828192,1.06049327181978,3.25982819175952e-05,0.000493271819779428,1.42857142857143,1.43042877254115,2.11308064802308,2.11355318439883,2.49110974862048,2.49301492119028,2.06212871843815,2.06,2.59126315789474
8,1.37578151758937,1.0601088283809,1.06050341924242,0.000108828380904979,0.000108828380905085,-1.05126953149626e-16,2.38107177513871e-05,2.38107177513871e-05,1.06002381071775,8.50176631535924e-05,0.781208563856364,4.57056280458575,0.0061203781088838,0.00281725148276277,0.00201118499071747,0.00122817414212315,0.00087196366001848,0.00269108509280376,0.21400148271336,1.06002381071775,1.06041753095435,2.38107177514824e-05,0.000417530954354151,1.375,1.3763889585355,2.12217970155837,2.12258530128487,2.44665948275862,2.44809034952579,2.06212871843815,2.06,2.59126315789474
9,1.33477922477353,1.06012711867732,1.06047043380994,0.000127118677322846,0.000127118677322838,8.10441123932915e-18,1.79281953092385e-05,1.79281953092385e-05,1.06001792819531,0.000109190482013608,0.858964900463007,7.09043353947295,0.00648089410517307,0.00244459917022801,0.00206853877434162,0.00106571724501691,0.000799477993646431,0.00189071404991043,0.505573753007809,1.06001792819531,1.06035957245173,1.79281953092136e-05,0.000359572451731793,1.33333333333333,1.33440465232132,2.13136054042718,2.13171401651932,2.41414141414141,2.4152498350857,2.06212871843815,2.06,2.59126315789474
10,1.30109158818726,1.0600956069035,1.06039685188011,9.56069035007445e-05,9.5606903500672e-05,7.2492467757812e-17,1.38220946584016e-05,1.38220946584016e-05,1.06001382209466,8.17848088423429e-05,0.855427859785314,6.91696199914468,0.00543519017774793,0.00214647732020021,0.00213855389223644,0.000935751727331921,0.000689890852015655,0.00171203747190848,0.443628197211826,1.06001382209466,1.06031380481704,1.38220946583889e-05,0.000313804817040131,1.3,1.30084660329783,2.14062305861141,2.14093477978814,2.39,2.39087973125296,2.06212871843815,2.06,2.59126315789474
