"k","rsm_bagged","rsm_subset_avg","equal_weight","oracle_optimal","full_estimated","Q_bag_inf_smallhet","Q_bag_G_smallhet","R_bag_excess_smallhet","R_bag_G_excess_smallhet","Q_subset_leading","Q_subset_delta","L_bag_inf_smallhet","L_bag_G_smallhet","L_subset_leading","L_subset_delta","L_equal","L_oracle_optimal","L_full_estimated_theory"
29,2.18831927415483,2.36321820334511,2.0411657167161,2.03831097670094,2.56922714025386,1.0600004529982,1.06005476277678,4.52998197397747e-07,5.47627767772951e-05,1.10344827586207,1.10350112565177,2.33336544202166,2.33342695878507,2.38257885275372,2.38263871578565,2.06212871843815,2.06,2.59126315789474
30,2.19981914440408,2.37040238232181,2.0411657167161,2.03831097670094,2.56922714025386,1.06000038394707,1.06005038346714,3.83947073911983e-07,5.03834671401471e-05,1.1,1.10004703351655,2.34447662744453,2.34453353166022,2.39,2.39005352862121,2.06212871843815,2.06,2.59126315789474
31,2.21187074821059,2.37826196569882,2.0411657167161,2.03831097670094,2.56922714025386,1.06000032451718,1.06004629185347,3.24517180683159e-07,4.62918534698264e-05,1.09677419354839,1.09681603918486,2.3556941510029,2.35574671652143,2.39774656582806,2.39779441801522,2.06212871843815,2.06,2.59126315789474
32,2.22445153923632,2.38606034097678,2.0411657167161,2.03831097670094,2.56922714025386,1.06000027333732,1.06004246049565,2.7333732122159e-07,4.24604956494878e-05,1.09375,1.09378720424649,2.36701954484433,2.36706801951183,2.40579927884615,2.4058420279563,2.06212871843815,2.06,2.59126315789474
33,2.23775765246941,2.39463391453747,2.0411657167161,2.03831097670094,2.56922714025386,1.06000022925765,1.06003886533472,2.29257653527881e-07,3.88653347178636e-05,1.09090909090909,1.0909421309827,2.37845437097864,2.3784989797826,2.41414141414141,2.41417956185925,2.06212871843815,2.06,2.59126315789474
34,2.25174821267564,2.40328429213162,2.0411657167161,2.03831097670094,2.56922714025386,1.06000019130927,1.06003548518778,1.91309268648965e-07,3.54851877790718e-05,1.08823529411765,1.08826458834941,2.3900002219559,2.39004116970815,2.42275842375785,2.42279241075489,2.06212871843815,2.06,2.59126315789474
35,2.26522310205902,2.41129054770452,2.0411657167161,2.03831097670094,2.56922714025386,1.06000015867201,1.06003230133081,1.58672005090565e-07,3.23013308078934e-05,1.08571428571429,1.08574020214177,2.4016587215737,2.40169619521006,2.43163763066202,2.43166784542382,2.06212871843815,2.06,2.59126315789474
36,2.28071237625664,2.42078034815838,2.0411657167161,2.03831097670094,2.56922714025386,1.06000013064866,1.06002929715201,1.30648657004073e-07,2.92971520130525e-05,1.08333333333333,1.08335619684832,2.41343152561289,2.41346569617319,2.44076797385621,2.44079476003308,2.06212871843815,2.06,2.59126315789474
37,2.29607074478613,2.42984083048155,2.0411657167161,2.03831097670094,2.56922714025386,1.06000010664417,1.06002645786222,1.06644174380222e-07,2.64578622206635e-05,1.08108108108108,1.08110117940627,2.42532032260078,2.42535134694124,2.45013979496738,2.45016345752758,2.06212871843815,2.06,2.59126315789474
38,2.31287410081318,2.43989005225324,2.0411657167161,2.03831097670094,2.56922714025386,1.06000008614879,1.06002377025163,8.61487894354696e-08,2.37702516296956e-05,1.07894736842105,1.07896495713223,2.43732683460179,2.43735485688188,2.45974465867639,2.45976546908219,2.06212871843815,2.06,2.59126315789474
39,2.32936539035802,2.44921844791554,2.0411657167161,2.03831097670094,2.56922714025386,1.06000006872425,1.0600212224845,6.87242542873889e-08,2.12224845028697e-05,1.07692307692308,1.07693838368882,2.44945281803531,2.44947797101391,2.46957520091848,2.46959340150063,2.06212871843815,2.06,2.59126315789474
40,2.34673284447228,2.45889469351242,2.0411657167161,2.03831097670094,2.56922714025386,1.06000005399256,1.06001880392507,5.39925573139755e-08,1.88039250665906e-05,1.075,1.07501322817653,2.46170006452111,2.46172247069045,2.479625,2.47964080767095,2.06212871843815,2.06,2.59126315789474
41,2.36549716473285,2.46933668659892,2.0411657167161,2.03831097670094,2.56922714025386,1.06000004162662,1.06001650498922,4.16266234815055e-08,1.65049892244529e-05,1.07317073170732,1.07318206339929,2.47407040175258,2.47409017433379,2.48988846672386,2.48990207614286,2.06212871843815,2.06,2.59126315789474
42,2.38434550425967,2.47926831636339,2.0411657167161,2.03831097670094,2.56922714025386,1.06000003134262,1.06001431701773,3.13426182785292e-08,1.43170177258067e-05,1.07142857142857,1.07143817010542,2.48656569439841,2.48658293821837,2.50036075036075,2.5003723366424,2.06212871843815,2.06,2.59126315789474
43,2.40461249897462,2.49031062512664,2.0411657167161,2.03831097670094,2.56922714025386,1.06000002289355,1.06001223216725,2.28935450596879e-08,1.22321672537673e-05,1.06976744186047,1.06977545460125,2.49918784503329,2.49920265729936,2.51103765789163,2.51104737893248,2.06212871843815,2.06,2.59126315789474
44,2.42532713684923,2.5010178432282,2.0411657167161,2.03831097670094,2.56922714025386,1.0600000160639,1.06001024331655,1.60639013202513e-08,1.02433165487525e-05,1.06818181818182,1.0681883776082,2.51193879509833,2.51195126608498,2.52191558441558,2.52192358289979,2.06212871843815,2.06,2.59126315789474
45,2.44657755254506,2.5115849278636,2.0411657167161,2.03831097670094,2.56922714025386,1.0600000106652,1.0600083439852,1.0665196503723e-08,8.34398519833357e-06,1.06666666666667,1.06667189261295,2.52482052589222,2.52483073955109,2.53299145299145,2.53299785812561,2.06212871843815,2.06,2.59126315789474
46,2.46925500554051,2.52280258181963,2.0411657167161,2.03831097670094,2.56922714025386,1.06000000653218,1.06000652826315,6.53218079627038e-09,6.52826314606614e-06,1.06521739130435,1.06522139226511,2.53783505959377,2.53784309409738,2.54426266248319,2.54426759150187,2.06212871843815,2.06,2.59126315789474
47,2.49283966110026,2.53422064320349,2.0411657167161,2.03831097670094,2.56922714025386,1.06000000351966,1.0600047907493,3.51965967482215e-09,4.79074930259671e-06,1.06382978723404,1.06383266162279,2.55098446031709,2.55099038854447,2.55572704222247,2.55573060169868,2.06212871843815,2.06,2.59126315789474
48,2.51723678793995,2.54567403875736,2.0411657167161,2.03831097670094,2.56922714025386,1.06000000149979,1.06000312649792,1.49979317853877e-09,3.12649791855968e-06,1.0625,1.06250183724674,2.56427083520026,2.56427472517189,2.5673828125,2.56738509948943,2.06212871843815,2.06,2.59126315789474
49,2.54265199593302,2.55733756178027,2.0411657167161,2.03831097670094,2.56922714025386,1.0600000003598,1.0600015309716,3.59800411686706e-10,1.53097159572013e-06,1.06122448979592,1.06122537130706,2.57769633552876,2.57769825079692,2.57922855005877,2.5792296531015,2.06212871843815,2.06,2.59126315789474
50,2.56922714025391,2.56922714025391,2.0411657167161,2.03831097670094,2.56922714025386,1.06,1.06,0,0,1.06,1.06,2.59126315789474,2.59126315789474,2.59126315789474,2.59126315789474,2.06212871843815,2.06,2.59126315789474
