"k","rsm_bagged","rsm_subset_avg","equal_weight","oracle_optimal","full_estimated"
1,2.06111708049974,5.13134666460693,2.05679015265131,2.05343112748316,2.59593952838987
2,2.05696649479391,3.54249702402831,2.05679015265131,2.05343112748316,2.59593952838987
3,2.05714338211715,3.03439896037442,2.05679015265131,2.05343112748316,2.59593952838987
4,2.05639683718929,2.78590171275517,2.05679015265131,2.05343112748316,2.59593952838987
5,2.05717426995995,2.64221145999516,2.05679015265131,2.05343112748316,2.59593952838987
6,2.05946993116634,2.55017244785513,2.05679015265131,2.05343112748316,2.59593952838987
7,2.06154320702659,2.48730522552324,2.05679015265131,2.05343112748316,2.59593952838987
8,2.06400826364319,2.44212551415623,2.05679015265131,2.05343112748316,2.59593952838987
9,2.06647169534592,2.40897228624681,2.05679015265131,2.05343112748316,2.59593952838987
10,2.06981818055554,2.38470193119488,2.05679015265131,2.05343112748316,2.59593952838987
11,2.07347030797278,2.36656214172471,2.05679015265131,2.05343112748316,2.59593952838987
12,2.0776289682116,2.35355707275132,2.05679015265131,2.05343112748316,2.59593952838987
13,2.08134530014808,2.34313246373572,2.05679015265131,2.05343112748316,2.59593952838987
14,2.08615803597056,2.33617398316371,2.05679015265131,2.05343112748316,2.59593952838987
15,2.09160011163841,2.33171883943114,2.05679015265131,2.05343112748316,2.59593952838987
16,2.09637387077981,2.32827614184865,2.05679015265131,2.05343112748316,2.59593952838987
17,2.1024560752092,2.32713677503773,2.05679015265131,2.05343112748316,2.59593952838987
18,2.10847872423266,2.32688740891956,2.05679015265131,2.05343112748316,2.59593952838987
19,2.11528248321969,2.32832862500424,2.05679015265131,2.05343112748316,2.59593952838987
20,2.12245770615724,2.3304724470321,2.05679015265131,2.05343112748316,2.59593952838987
21,2.12984172420197,2.3334223884346,2.05679015265131,2.05343112748316,2.59593952838987
22,2.13795417944346,2.33741088679844,2.05679015265131,2.05343112748316,2.59593952838987
23,2.14603069903679,2.34144609445085,2.05679015265131,2.05343112748316,2.59593952838987
24,2.15507815086158,2.34682913434298,2.05679015265131,2.05343112748316,2.59593952838987
25,2.16446250739317,2.35241405586914,2.05679015265131,2.05343112748316,2.59593952838987
26,2.17389262948593,2.35821809542889,2.05679015265131,2.05343112748316,2.59593952838987
27,2.18439764019642,2.36486676917018,2.05679015265131,2.05343112748316,2.59593952838987
28,2.19502848063265,2.37183179008257,2.05679015265131,2.05343112748316,2.59593952838987
29,2.20634935798873,2.37903649814416,2.05679015265131,2.05343112748316,2.59593952838987
30,2.21847766201272,2.38701819421971,2.05679015265131,2.05343112748316,2.59593952838987
31,2.23038124156345,2.39470995786372,2.05679015265131,2.05343112748316,2.59593952838987
32,2.24343694357816,2.40323513786318,2.05679015265131,2.05343112748316,2.59593952838987
33,2.25681298043227,2.41174591616811,2.05679015265131,2.05343112748316,2.59593952838987
34,2.27041552748225,2.42018016557162,2.05679015265131,2.05343112748316,2.59593952838987
35,2.28518897531887,2.42950491579762,2.05679015265131,2.05343112748316,2.59593952838987
36,2.3006033203743,2.43915072444781,2.05679015265131,2.05343112748316,2.59593952838987
37,2.31638061394857,2.44871578090418,2.05679015265131,2.05343112748316,2.59593952838987
38,2.33326612548452,2.45883476468162,2.05679015265131,2.05343112748316,2.59593952838987
39,2.35002956616767,2.46868937348821,2.05679015265131,2.05343112748316,2.59593952838987
40,2.3683822329135,2.47935592796511,2.05679015265131,2.05343112748316,2.59593952838987
41,2.38725583670999,2.49008278285824,2.05679015265131,2.05343112748316,2.59593952838987
42,2.40730895839518,2.50125402250396,2.05679015265131,2.05343112748316,2.59593952838987
43,2.42713721778355,2.51190892217755,2.05679015265131,2.05343112748316,2.59593952838987
44,2.44871002912349,2.52355708909484,2.05679015265131,2.05343112748316,2.59593952838987
45,2.47069663133514,2.53501136014865,2.05679015265131,2.05343112748316,2.59593952838987
46,2.49384660785829,2.54695237017153,2.05679015265131,2.05343112748316,2.59593952838987
47,2.51748985041467,2.55857572198977,2.05679015265131,2.05343112748316,2.59593952838987
48,2.54254921106031,2.57080231224288,2.05679015265131,2.05343112748316,2.59593952838987
49,2.56888499438832,2.58342516955391,2.05679015265131,2.05343112748316,2.59593952838987
50,2.59593952838982,2.59593952838982,2.05679015265131,2.05343112748316,2.59593952838987
