"sigma_type","m","T_len","z","rmsfe_base","rmsfe_rs","rel_rmsfe","Q_rs_bag","L_rs_bag"
"toeplitz",50,200,2,1.14250595349167,1.11222961223591,0.973500058215682,1.20874359547212,1.21581830869735
"toeplitz",50,200,4,1.14250595349167,1.06587484769949,0.932927171575793,1.08701630293724,1.10632829587467
"toeplitz",50,200,6,1.14250595349167,1.04267810835039,0.912623785603749,1.01748516480587,1.04797355761388
"toeplitz",50,200,8,1.14250595349167,1.03119179596512,0.902570172884999,0.974260615153278,1.01562664758836
"toeplitz",50,200,10,1.14250595349167,1.02623588381986,0.898232416805813,0.944313746221177,0.996496743155665
"toeplitz",50,200,12,1.14250595349167,1.02497563697048,0.897129361854088,0.921562695797798,0.984578912115568
"toeplitz",50,200,14,1.14250595349167,1.02579531210967,0.897846798062352,0.902852439967642,0.97673233661155
"toeplitz",50,200,16,1.14250595349167,1.02812918950715,0.899889568509491,0.88669297605428,0.971480239278653
"toeplitz",50,200,18,1.14250595349167,1.03123920804378,0.902611671205878,0.872121501149814,0.967854546947593
"toeplitz",50,200,20,1.14250595349167,1.03524432851234,0.906117228841103,0.858658542501032,0.965380145505559
"toeplitz",50,200,22,1.14250595349167,1.04003881746845,0.910313696213077,0.84604358401734,0.963805636299232
"toeplitz",50,200,24,1.14250595349167,1.04558165400533,0.91516516899529,0.834115114033347,0.962981506731265
"toeplitz",50,200,26,1.14250595349167,1.05172275289738,0.920540282248117,0.82276263386779,0.962808954703376
"toeplitz",50,200,28,1.14250595349167,1.05856183905376,0.926526322089288,0.811940524837788,0.963260706152766
"toeplitz",50,200,30,1.14250595349167,1.0660120077064,0.933047223472667,0.801633085589193,0.964344663815898
"toeplitz",50,200,32,1.14250595349167,1.07465673807727,0.940613687651211,0.79186190983239,0.96611392694587
"toeplitz",50,200,34,1.14250595349167,1.0839411915304,0.948740081587944,0.782643659317373,0.968619921576096
"toeplitz",50,200,36,1.14250595349167,1.09427455750066,0.957784556094772,0.774056293280777,0.97199293589832
"toeplitz",50,200,38,1.14250595349167,1.1059625592709,0.968014701272155,0.766134078274374,0.976316242831153
"toeplitz",50,200,40,1.14250595349167,1.11889909425802,0.979337648822304,0.758973485299491,0.981758221010602
"toeplitz",50,200,42,1.14250595349167,1.13332484346073,0.991964059353138,0.752681625076737,0.98851273687696
"toeplitz",50,200,44,1.14250595349167,1.14964507379753,1.00624865041975,0.747409685046401,0.996844225920142
"toeplitz",50,200,46,1.14250595349167,1.16778223663659,1.02212354611166,0.743325148261729,1.00705682810246
"toeplitz",50,200,48,1.14250595349167,1.18846538164753,1.04022686097643,0.740645944881496,1.01954412364983
"toeplitz",50,200,50,1.14250595349167,1.21213907332169,1.06094770851496,0.739661860524333,1.03482718119203
