"sigma_type","m","T_len","z","rmsfe_base","rmsfe_rs","rel_rmsfe","Q_rs_bag","L_rs_bag"
"toeplitz",80,200,2,1.15241455430711,1.12867664321016,0.979401586861054,1.26673548747911,1.27414977294755
"toeplitz",80,200,5,1.15241455430711,1.07383879556595,0.931816412377399,1.10174253992962,1.12799380918866
"toeplitz",80,200,8,1.15241455430711,1.04828219284769,0.909639841782428,1.01288911990592,1.05589149044723
"toeplitz",80,200,11,1.15241455430711,1.03694076429962,0.899798393229315,0.95843973180865,1.01764718662464
"toeplitz",80,200,14,1.15241455430711,1.03254827643938,0.895986841349981,0.920214781687912,0.99550956111582
"toeplitz",80,200,17,1.15241455430711,1.03234178490962,0.895807659710022,0.890263055143238,0.981641128483806
"toeplitz",80,200,20,1.15241455430711,1.03466158793997,0.897820653230169,0.864876666372956,0.972359585865424
"toeplitz",80,200,23,1.15241455430711,1.03909436286502,0.901667163939784,0.842190847436893,0.965801422661707
"toeplitz",80,200,26,1.15241455430711,1.0450891135556,0.906869068643407,0.82123461976133,0.960997574648439
"toeplitz",80,200,29,1.15241455430711,1.05202511350975,0.912887736082337,0.801389876051395,0.957318657433639
"toeplitz",80,200,32,1.15241455430711,1.05995078799621,0.919765186958699,0.782352528256432,0.954465249800063
"toeplitz",80,200,35,1.15241455430711,1.06944409676723,0.928002941971031,0.763971388313251,0.9523030264816
"toeplitz",80,200,38,1.15241455430711,1.07985323926593,0.937035405557843,0.746156226259969,0.950763896160586
"toeplitz",80,200,41,1.15241455430711,1.09140711513234,0.947061203846519,0.728805417031743,0.94975767625228
"toeplitz",80,200,44,1.15241455430711,1.10449494158785,0.958418077470327,0.712003310152719,0.949434099567542
"toeplitz",80,200,47,1.15241455430711,1.11936274084624,0.971319510555169,0.695741299118246,0.94983164992681
"toeplitz",80,200,50,1.15241455430711,1.13521661491481,0.985076603442727,0.680039966322096,0.951031693836016
"toeplitz",80,200,53,1.15241455430711,1.15374279168256,1.00115256907376,0.664989971129791,0.953227042370733
"toeplitz",80,200,56,1.15241455430711,1.17372295648172,1.01849022306683,0.65064082382459,0.956567394800621
"toeplitz",80,200,59,1.15241455430711,1.19648002476749,1.03823751643511,0.637120772677419,0.961342104856043
"toeplitz",80,200,62,1.15241455430711,1.22179197760037,1.06020179373296,0.624499843371192,0.967777055384417
"toeplitz",80,200,65,1.15241455430711,1.25037580101018,1.08500521477878,0.612969214036085,0.976319997045575
"toeplitz",80,200,68,1.15241455430711,1.28246329371739,1.11284892135753,0.60269149257525,0.987428040099955
"toeplitz",80,200,71,1.15241455430711,1.31929408505878,1.14480859351174,0.593897719482453,1.00172590852582
"toeplitz",80,200,74,1.15241455430711,1.36131118498269,1.18126865015271,0.586924259654671,1.02010777978132
"toeplitz",80,200,77,1.15241455430711,1.41010331427381,1.22360769308544,0.582231850203326,1.04380652558436
"toeplitz",80,200,80,1.15241455430711,1.46721822133975,1.27316877060956,0.580456052083813,1.07455889135132
