"sigma_type","m","T_len","z","rmsfe_base","rmsfe_rs","rel_rmsfe","Q_rs_bag","L_rs_bag"
"toeplitz",120,200,2,1.16866875833973,1.14917204795437,0.983317163014561,1.28493552957915,1.29245530625037
"toeplitz",120,200,6,1.16866875833973,1.08639583649102,0.929601162637741,1.09385383255511,1.12662402697703
"toeplitz",120,200,10,1.16866875833973,1.05790381283723,0.905221265895863,0.993538007227444,1.04843090348404
"toeplitz",120,200,14,1.16866875833973,1.04527018122973,0.894410990086447,0.931385876394467,1.00758823069644
"toeplitz",120,200,18,1.16866875833973,1.04065690944227,0.890463531275259,0.886113212576257,0.983366602851585
"toeplitz",120,200,22,1.16866875833973,1.04039024501562,0.890235353337976,0.849257243765104,0.967445534616404
"toeplitz",120,200,26,1.16866875833973,1.04365058746842,0.893025145081386,0.816973071860403,0.956002935151476
"toeplitz",120,200,30,1.16866875833973,1.04920726444146,0.897779851608266,0.78731858545011,0.94707858310523
"toeplitz",120,200,34,1.16866875833973,1.05665048413242,0.904148824542509,0.759273917497207,0.939626310269599
"toeplitz",120,200,38,1.16866875833973,1.06575230684584,0.91193702170999,0.732286390585323,0.933073368707942
"toeplitz",120,200,42,1.16866875833973,1.07701437489551,0.921573685622924,0.706063573952369,0.927116918883114
"toeplitz",120,200,46,1.16866875833973,1.08968664219917,0.932417021010502,0.68042163019468,0.921564573058783
"toeplitz",120,200,50,1.16866875833973,1.10394877793387,0.944620766197427,0.655261031344238,0.916316576237245
"toeplitz",120,200,54,1.16866875833973,1.12021703461428,0.958541097826318,0.630555850027695,0.911362843982783
"toeplitz",120,200,58,1.16866875833973,1.13815053025353,0.973886331889666,0.606289323835948,0.906712584310911
"toeplitz",120,200,62,1.16866875833973,1.15824000959835,0.991076386129982,0.582472391801452,0.902411975840278
"toeplitz",120,200,66,1.16866875833973,1.18055399758399,1.01016989558372,0.559129192591674,0.898542174059934
"toeplitz",120,200,70,1.16866875833973,1.20617485335726,1.03209300732127,0.536287379138328,0.895195732482753
"toeplitz",120,200,74,1.16866875833973,1.2340184463703,1.05591805852962,0.514049105569482,0.892616409360762
"toeplitz",120,200,78,1.16866875833973,1.26574244761641,1.08306347592845,0.492385049263164,0.890844045308039
"toeplitz",120,200,82,1.16866875833973,1.30148228224791,1.11364513936084,0.471437317603876,0.890264224069188
"toeplitz",120,200,86,1.16866875833973,1.34157108224717,1.14794810135344,0.451266847113088,0.891159658065765
"toeplitz",120,200,90,1.16866875833973,1.38753910428806,1.1872817634479,0.431950104322531,0.893908043132184
"toeplitz",120,200,94,1.16866875833973,1.43994863725465,1.23212726187728,0.413604732366153,0.899066755491537
"toeplitz",120,200,98,1.16866875833973,1.50112544233802,1.28447469107551,0.396413326258118,0.907450296781131
"toeplitz",120,200,102,1.16866875833973,1.57275193977545,1.34576365505807,0.38055755727557,0.920082286982636
"toeplitz",120,200,106,1.16866875833973,1.6568809831194,1.41775072816463,0.366359374882962,0.938625660161274
"toeplitz",120,200,110,1.16866875833973,1.75976103125615,1.50578255703195,0.354205168603217,0.965383218748372
"toeplitz",120,200,114,1.16866875833973,1.8862414141062,1.61400858938498,0.344749506323437,1.00421378553791
"toeplitz",120,200,118,1.16866875833973,2.04927206059037,1.75350974856355,0.339076521181907,1.06175827163125
"toeplitz",120,200,120,1.16866875833973,2.15010992296686,1.83979413124846,0.338219957393568,1.1011054389377
