"","Var","Selected","Mean_OLS","Prediction","Hist_mean","Shapley"
"1","AAA",0.07,-0.12058431203165,0.899335827627556,0.756199519685851,-0.00120819952539307
"2","AAAFFM",0.078,-0.38498885871177,0.726590544384287,0.923691243386862,0.00591876270650289
"3","ACOGNO",0.073,0.179631147913608,1.17554720722437,0.999385312152919,0.00231002393041345
"4","AMBSL",0.07,-1.18183330973031,1.40699166582592,0.851558288186797,-0.0459500766920949
"5","AMDMNOx",0.063,0.344707945219237,1.26511520223056,0.734597450371238,0.0115210421011826
"6","AMDMUOx",0.057,0.0669484701864398,0.783291126493135,0.635226318424354,0.000565024606153264
"7","ANDENOx",0.068,0.359800872885292,1.20964342449634,0.622318782221628,0.014369754489109
"8","AWHMAN",0.072,0.431290991256109,1.35305191937198,1.4391044682233,-0.00267218561478234
"9","AWOTMAN",0.064,0.305468672779218,2.22500563424148,0.836914462639751,0.0271371755446868
"10","BAA",0.046,0.124511521477322,0.715894185175814,0.759275406433864,-0.000248467245669675
"11","BAAFFM",0.06,-0.593325547186483,0.451438443817032,0.795251127905821,0.0122395709349981
"12","BUSINVx",0.044,0.5741759405559,1.32050709250522,0.592685681955514,0.0183874918902003
"13","BUSLOANS",0.076,0.408572395767693,0.318384954682904,0.82178513333446,-0.0156313316936379
"14","CE16OV",0.056,0.372347797328027,0.724592482573883,0.524132114368115,0.00417989468696703
"15","CES0600000007",0.062,0.133034021715734,1.0136397290333,1.31225659346196,-0.00246302455047937
"16","CES0600000008",0.059,0.535144080283746,0.69036884298741,0.796931149087271,-0.00336454505015277
"17","CES1021000001",0.066,0.768841698840061,0.852915687030475,0.822493799334432,0.00154371464399774
"18","CES2000000008",0.066,0.0268875236886521,0.690124579669305,0.792579744148261,-0.000181814533688877
"19","CES3000000008",0.068,0.657300263704138,0.788530176558422,0.794277830652389,-0.000256899549511845
"20","CLAIMSx",0.079,0.346771674738698,1.59602165966561,0.871486380875982,0.0198486166506189
"21","CLF16OV",0.07,-0.500638954219574,0.651194507912267,0.822073142659711,0.00598839506989004
"22","CMRMTSPLx",0.067,0.429333503995433,2.24783591241078,0.805718508676544,0.041483004313907
"23","COMPAPFFx",0.061,-0.0353146079122121,0.679992030907162,0.813925678923788,0.000288518670223522
"24","CONSPI",0.063,-0.284679062241908,0.603923542785134,0.850109382708393,0.00441528910493515
"25","CP3Mx",0.079,0.964435894721889,0.682377607230311,0.780710391853354,-0.0074920177023551
"26","CPIAPPSL",0.076,-0.427573616737618,0.742020747391781,0.796758420081028,0.00177873323594914
"27","CPIAUCSL",0.073,-0.395718445468885,0.764340256178353,0.813012439397074,0.00140601508970491
"28","CPIMEDSL",0.061,1.33698987041791,0.906152762529944,0.795014947439064,0.00906399811281
"29","CPITRNSL",0.058,-2.53155936767059,0.696885532942915,0.810807776742175,0.016727253561612
"30","CPIULFSL",0.05,-0.132035924268754,0.725813583888546,0.813042036456709,0.000575864467868527
"31","CUMFNS",0.068,0.702979319396056,2.04255271263047,0.876280597205412,0.0557508320993834
"32","CUSR0000SA0L2",0.064,-0.0947305139641405,0.724210601807118,0.81294774219325,0.000537991354655125
"33","CUSR0000SA0L5",0.071,-0.850234917297247,0.737568376800279,0.810767926771118,0.00441881374541125
"34","CUSR0000SAC",0.082,-0.883521001564581,0.694937517284178,0.813232347355544,0.0085703092730544
