"","RS_mean","MEAN_mean","actual"
"1",1.05105350758931,1.008157559749,0.902328915339834
"2",1.25528289173154,0.927982664313265,1.7782110323036
"3",1.26683000793027,1.10253982807318,0.996212871832136
"4",1.01363905839399,0.828605456796536,1.23023057830429
"5",0.448798876980747,0.590185922360068,-0.0687000296120788
"6",0.379807767627746,0.658311436688388,-0.274773527348593
"7",-0.342028179054243,0.57020247785929,-1.22875848067017
"8",-0.208255681637004,0.592443187201549,-1.25957893700466
"9",-0.101752037605456,0.550718961825707,-1.37125928289464
"10",-0.319935200446134,0.535834582564049,-1.09500530203634
"11",0.403912120588435,0.8709313189448,0.721200805019095
"12",0.409555928578302,0.656066012727077,1.54528622300203
"13",0.638791103824465,0.83449852288609,0.619079875184614
"14",0.12838315757096,0.591798909825867,-0.0541879804216938
"15",0.732698268675212,0.838311913815268,0.627088362149864
"16",0.171623919871061,0.427459985889693,-0.745204890194484
"17",0.829141095716925,0.898351538806975,0.667549657159427
"19",1.18286241551227,0.860947513897681,0.7100676674473
"20",1.53621482887811,1.05781745882914,0.569622098831712
"21",1.17599850658431,0.878880017468774,0.562100024593204
"22",1.03343162939483,0.869725851960245,1.42281219797413
"23",1.03538726624456,0.883880744019865,1.393902125706
"24",0.791216350393777,0.777498983114542,0.562232980873278
"25",0.944270629951327,0.841890778489968,-0.424635466148948
"26",1.68839255579052,0.921270746480914,0.912835702018566
"27",0.918968477678649,0.855150284639354,0.94959149067364
"28",0.823570063895438,0.799137363958377,0.59137321972127
"29",0.526878209855896,0.668809993780964,0.396316563421273
"30",0.471136969187981,0.733319846954632,0.244351143883925
"31",0.5710158663007,0.691251643402482,1.01725696598787
"32",0.511562311061312,0.675727157677802,1.15722882271254
"33",0.585219543317545,0.648277540892604,0.0913224035111959
"34",0.311163223758554,0.620936923519388,0.329463537795394
"35",-0.122474371205042,0.462294290935218,-0.248907599423398
"36",0.0303333349563979,0.488364378305042,-1.5109257219877
"37",-0.540808920183493,0.255507755581538,-3.30351238206196
"38",-1.26681051310137,-0.00495193083644256,-4.2771966743001
"39",-2.39185958567778,-0.0963905489977618,-5.641000219838
"40",-2.67374722584633,-0.103592378938304,-2.76926942360184
"41",-0.145608565268235,0.428539870235631,1.68283291948665
"42",0.0343435853419978,0.410261995385566,1.56072215310579
"43",0.803238406327467,0.523820518300745,1.92220200181983
"44",1.730705298008,0.710296428170086,1.94743890190827
"45",0.752905717976293,0.498609180665993,1.32691004662029
"46",0.630281784400586,0.504800093608632,0.418290260167464
"47",1.29580009880239,0.729888997097256,0.537252096455809
"48",0.467666751111662,0.433389968752321,0.398378237826336
"49",1.28639165880709,0.610597772455889,1.11514694189896
"50",1.01446428475239,0.649645795369552,1.02959234762443
"51",1.41166344902391,0.783964290694589,0.987174658552536
"52",1.0187918387382,0.620578103363646,0.620173458476891
"53",0.273563733286954,0.538267470823621,-0.00718716823516763
"54",0.629653199437779,0.589296543887876,0.500262863902212
"55",1.03742594353027,0.72235773775131,0.761473701418125
"56",0.280301499676167,0.583295105373187,0.453248943179596
"57",0.746455949625368,0.655574130150056,0.40527595608284
"58",1.19220786315999,0.796381983196865,0.679100591335269
"59",0.563028220482076,0.572702553212553,0.680511217201407
"60",0.849957174828807,0.721088546119416,1.37641976141263
"61",0.679479297469204,0.695312407983731,0.562737612826347
"62",1.51392272803855,0.843378943327305,0.585174793607934
"63",0.390536940940963,0.61324299743477,-1.11489071130743
"64",0.208059256616845,0.575239214098971,-1.39017944298925
"65",0.584133703037829,0.67199012042304,0.0617949498746606
"66",0.159497975108207,0.581872429222713,-1.35438681358768
"67",0.493065752594,0.67901642450166,-0.674683685497324
"68",0.38178492046176,0.630844616936378,-0.358046536944345
"69",0.285763176142289,0.598506830437812,0.263686946633079
"70",0.147451742247614,0.630510091157621,-0.0453681452833754
"71",0.412690238844032,0.671162963105588,0.0648410533024002
"72",0.687671454448529,0.689228470347811,1.41950390262324
"73",-0.0984074477400147,0.540701207580145,-0.34601557968591
"74",0.967335269193812,0.768636914086287,1.42212711989205
"75",0.875262117107574,0.84965302692695,0.555007363552051
"76",0.335831083003257,0.692648967954014,1.16243205067001
"77",0.709897664010677,0.742878264074168,0.82757857287119
"78",0.386271170591975,0.651951728832301,0.150520755589145
"79",-0.105857775565991,0.545476463559881,-0.950807628769623
"80",0.0462288104478758,0.546550970505413,-0.578018969584593
"81",0.278827102096436,0.585984092896831,0.00400345273385838
"82",0.249635111744968,0.650081078148004,-0.510273327234001
"83",-0.00444766437707995,0.6398119608656,-1.65673632463827
