"m","T_train","s","q","B_scale","H","V_delta","C_delta","Q_ave","Q_opt","L_equal","L_oracle_optimal","L_full_estimated_theory","kstar_subset_sqrt_cont","kstar_subset_sqrt_int","kstar_bag_cube_local_cont","kstar_bag_cube_local_int","kstar_bag_inf_grid","kstar_bag_G_grid","kstar_subset_grid","n_rep","G_bag","kstar_empirical_bagged","kstar_empirical_subset_avg","min_bagged_mspe","equal_weight_mspe","oracle_optimal_mspe","full_estimated_mspe"
50,80,1,1,3,6.08447330637717,1.62590710070662,0.101576870098289,1.36506839838263,1.06,2.36506839838263,2.06,5.42466666666667,9.55667219374799,10,1.99074605148252,2,2,2,10,500,800,4,11,2.07167008658226,2.36443254473387,2.05385035259216,5.34548779434503
50,240,1,1,3,6.08447330637717,1.62590710070662,0.101576870098289,1.36506839838263,1.06,2.36506839838263,2.06,2.59126315789474,17.5328663106743,18,2.87115263734183,3,3,3,18,500,800,6,19,2.05998389422259,2.34461065740797,2.05140269854797,2.56638329358559
50,640,1,1,3,6.08447330637717,1.62590710070662,0.101576870098289,1.36506839838263,1.06,2.36506839838263,2.06,2.23108474576271,29.5201547384922,30,3.98149210296503,4,4,4,30,500,800,8,31,2.05281276249048,2.35464614518564,2.04814988075652,2.21404059200229
50,1000,1,1,3,6.08447330637717,1.62590710070662,0.101576870098289,1.36506839838263,1.06,2.36506839838263,2.06,2.16625263157895,37.258869952567,37,4.62011232155999,5,5,5,37,500,800,10,39,2.05523640737819,2.35715740740351,2.05151552007038,2.15225115362462
