"vintage","target_date","target_year","target_q","k_main","MEAN_bivariate","MEAN_fore_rs","RS_fore","LASSO_fore","RIDGE_fore","RF_fore","covid_excl","actual"
"2016-12",2016-12-01,2016,4,10,0.749564118259857,0.73628695033878,0.655179435641718,0.697512831076037,0.655340211751097,0.50419982744514,FALSE,0.554299112748469
"2017-03",2017-03-01,2017,1,10,0.759815867748598,0.706107854173448,0.582930569370546,0.272829303928917,0.622928733221108,0.427645442694623,FALSE,0.486890210041757
"2017-06",2017-06-01,2017,2,10,0.771952684375405,0.704296130827044,0.727937630851473,0.680182694159056,0.642539089304119,0.52041140893176,FALSE,0.559872562311114
"2017-09",2017-09-01,2017,3,10,0.722537827990253,0.676795545056927,0.507017610142905,0.337806781115098,0.528650077282651,0.409975624080268,FALSE,0.788524130554702
"2017-12",2017-12-01,2017,4,10,0.807391892687466,0.807564527365689,0.837632085916578,0.779892760739918,0.720175023579214,0.728221072231684,FALSE,1.12704662676928
"2018-03",2018-03-01,2018,1,10,0.84946879961482,0.918403347776239,0.910173570675455,0.53871132608266,0.809715685207304,0.871841520307578,FALSE,0.813409801818232
"2018-06",2018-06-01,2018,2,10,0.799585628806856,0.80587190593101,0.746744777143898,0.707114849636124,0.705367334397985,0.638644524303836,FALSE,0.530825141012969
"2018-09",2018-09-01,2018,3,10,0.797222144173321,0.73771257670509,0.8004568899773,0.736662923235888,0.673458656617905,0.593351045402607,FALSE,0.623697425311431
"2018-12",2018-12-01,2018,4,10,0.740712604069863,0.70276679167886,0.653686412397431,0.501721450552865,0.628200385732855,0.553172117529691,FALSE,0.141644219115711
"2019-03",2019-03-01,2019,1,10,0.71846987433479,0.577061261330273,0.526172040641638,0.739664258302376,0.494382381752334,0.558870946856099,FALSE,0.624318082446607
"2019-06",2019-06-01,2019,2,10,0.701950433002189,0.671307229482035,0.540332262611258,0.506002975242736,0.601815621968609,0.384104711391445,FALSE,0.83514584070854
"2019-09",2019-09-01,2019,3,10,0.727550265766346,0.741666099153282,0.639857991949178,0.669789329025247,0.657466982497204,0.543816403874044,FALSE,1.17000185659106
"2019-12",2019-12-01,2019,4,10,0.772257529896875,0.858803067113368,0.726084359660278,0.472523791687992,0.733669711838213,0.615765747296742,FALSE,0.681877869564174
"2020-03",2020-03-01,2020,1,10,0.751983956264582,0.72667680829587,0.63693938683216,0.608540370413415,0.641598345852969,0.65709843451446,FALSE,-1.39244108584196
"2020-06",2020-06-01,2020,2,10,-1.30468444362847,-1.68626048243013,-5.88148936706337,-10.2110004621828,-3.0828881830032,-0.709946517528972,FALSE,-7.90896523782312
"2020-09",2020-09-01,2020,3,10,1.20186377691147,-1.68019709794812,2.64925482463791,3.90690184726605,0.582813598546319,-2.84870495167113,FALSE,7.83022506040816
"2020-12",2020-12-01,2020,4,10,0.903448659462079,0.903448659462072,1.86766640390559,1.54164527021602,0.649303611957896,1.02051733307423,FALSE,1.0847255116152
