"","Var","Selected","Mean_OLS","Prediction","Hist_mean","Shapley"
"1","AMBSL",0.027,-0.380601087806368,0.511702442005979,0.815939256413799,0.00312640728788773
"2","AMDMNOx",0.012,0.0125213648304678,0.696199047583956,0.715290682965822,-2.86863998191926e-06
"3","AMDMUOx",0.005,0.0238950950204172,0.591439352805123,0.642603263913567,-6.11283258776217e-06
"4","ANDENOx",0.003,0.0928471526431908,0.997509464199475,0.596228763058447,0.000111773311534823
"5","AWHMAN",0.035,0.0440966306098138,1.54858962382542,1.52891536804418,3.03648936397985e-05
"6","AWOTMAN",0.003,0.0623996108937488,-0.127377639609993,0.81249419930913,-0.000175942911115636
"7","BUSINVx",0.071,0.303564838812701,0.297708243432293,0.591991586574159,-0.00634271936945474
"8","BUSLOANS",0.001,-0.0767693747755337,0.0376784745877323,0.792936828609706,5.79807116322657e-05
"9","CE16OV",0.017,0.0433162122843175,-0.351601329160278,0.569098050779618,-0.000677980566455773
"10","CES0600000007",0.007,-0.048488601020333,1.4748618103728,1.44240166997704,-1.1017627576996e-05
"11","CES1021000001",0.005,0.545781464322,0.0954115970929426,0.785246639311817,-0.00188249589741423
"12","CES3000000008",0.001,0.615998774051729,0.858570751194665,0.768890393556916,5.52429903613742e-05
"13","CLAIMSx",0.005,-0.0891359601648201,0.00424522897168877,0.880426587604917,0.000390496333401447
"14","CMRMTSPLx",0.083,-0.0137552695590896,0.897131506768245,0.786461547502881,-0.000126350495108449
"15","COMPAPFFx",0.002,0.042414170082719,0.692860918008176,0.780663361950734,-7.44813558211615e-06
"16","CP3Mx",0.014,-0.0905387969269752,0.677491574443589,0.762660582926097,0.000107955393888574
"17","CPIMEDSL",0.004,0.941646810052774,0.931103550736112,0.769045124903495,0.000610407198909831
"18","CPIULFSL",0.001,0.35155550883312,0.708492789314508,0.783795700153679,-2.647315313668e-05
"19","CUMFNS",0.716,-0.0933134425386607,0.350382431167251,0.85015006074373,0.0333906871973799
"20","CUSR0000SA0L5",0.001,0.342719228313235,0.688620513693139,0.782139549581471,-3.2050771812247e-05
"21","CUSR0000SAC",0.001,0.0678878248585565,0.652060168808988,0.78528225777478,-9.04415784300077e-06
"22","CUUR0000SA0L2",0.002,0.2364647267293,0.650141030752382,0.781882160551075,-6.2304260513714e-05
"23","DMANEMP",0.938,0.238699432186626,0.427575830609572,0.566159503188321,-0.0310288936296819
"24","DNDGRG3M086SBEA",0.001,0.0694663582992642,0.663387179931507,0.786130067939135,-8.52650143702435e-06
"25","DPCERA3M086SBEA",0.001,-0.0320331623605187,1.29942254226567,0.677809710781689,-1.99122247563082e-05
"26","FEDFUNDS",0.002,-0.0153222600950077,0.66767665442693,0.766367480267075,3.02433300502764e-06
"27","GS1",0.001,-0.0639529486845768,0.60251129323825,0.759036204651032,1.00102296274395e-05
"28","HOUSTMW",0.001,0.0374166593163404,0.265838695034204,0.350660893430428,-3.17376329985454e-06
"29","IPBUSEQ",1,0.0230821865844565,0.465788432308112,0.679789705667762,-0.00493961732099871
"30","IPCONGD",0.063,-0.693345321247369,0.728472096674038,0.532639707792607,-0.00855410664651704
"31","IPDCONGD",0.029,-0.0976268566603256,0.0076759959274586,0.756978452191948,0.00212140926129593
"32","IPDMAT",1,0.610754431766467,0.4116629676298,0.898767871036997,-0.297501478491123
"33","IPFINAL",1,-0.221719695227591,0.501868212860268,0.480426508582029,-0.0047540481377313
"34","IPFPNSS",1,0.770733881383415,0.45652849549549,0.485217518274114,-0.0221116018792666
"35","IPMANSICS",1,-0.41298200506708,-0.0610274463276217,0.672248554857974,0.302829793237198
"36","IPMAT",1,0.523420143581845,0.281404628704718,0.793084439057169,-0.267823519802611
"37","IPNCONGD",0.003,-0.187662808282604,1.16587117671747,0.52502805968671,-0.000360787257031709
"38","IPNMAT",0.001,0.0184880015234444,0.139056901486101,0.531413370369519,-7.2538869944499e-06
"39","M2REAL",0.001,-0.102344620012591,0.642963050481282,0.763957202747794,1.23831005374618e-05
"40","MANEMP",0.687,-0.0748908320494083,0.650711910662083,0.451911399099009,-0.0102282866415681
"41","NDMANEMP",0.023,-0.0710612784516347,1.23443576522422,0.275224924163502,-0.00156774321942017
"42","OILPRICEx",0.001,-0.562775894049653,0.752554259242166,0.778332338537812,1.45072816224901e-05
"43","PAYEMS",0.174,-0.0423155790710654,0.0360807760985793,0.367261239981251,0.00243845220048216
"44","PCEPI",0.001,0.288937383881594,0.726536838253034,0.784383413958139,-1.67140382507418e-05
"45","PERMIT",0.001,0.043524230788302,0.435853651562113,0.730957877669751,-1.28441844437121e-05
"46","REALLN",0.002,0.145013231083398,0.641955810714423,0.779020928705514,-3.97525112574304e-05
"47","SRVPRD",0.065,-0.0534306755975448,-0.124295985891365,0.13296169819545,0.000893454371122188
"48","T1YFFM",0.001,0.0465685127904776,0.744177722166839,0.825791328341873,-3.80062426303906e-06
"49","TB3MS",0.004,-0.0475474504196978,0.643944358115167,0.760301566926524,2.21299544677297e-05
"50","TB3SMFFM",0.001,0.167675832169165,0.87354359227112,1.04057136893351,-2.80065214472317e-05
"51","TB6SMFFM",0.003,0.0792741327019881,0.852857158077547,0.972204341240101,-2.83834333069104e-05
"52","UEMP15OV",0.047,0.0862411385246336,2.21915301819429,0.903046432425532,0.00533461892769388
"53","UEMP15T26",0.141,0.0772046032964833,0.740471742853854,0.896586504283437,-0.00169944172971035
"54","UEMP27OV",0.004,0.0811110252111177,2.0551569922074,0.843134774252035,0.000393233458708049
"55","UEMP5TO14",0.013,0.0136681669343474,0.406040131348706,0.913878704129299,-9.02358910500566e-05
"56","UEMPLT5",0.001,0.0471224601600257,1.71190235883161,0.85519997785985,4.03699238163408e-05
"57","UEMPMEAN",0.001,0.00461196648351074,1.46491393661194,0.728549506547992,3.39608807110444e-06
"58","UNRATE",0.248,0.118758763429658,2.16870294055207,0.975443027156395,0.0351440977977327
"59","USCONS",0.007,-0.207892723244676,0.289051038859278,0.81683878414385,0.000768062621636638
"60","USFIRE",0.003,0.00442823866229861,0.583706732075773,0.359104014664217,2.98378331069753e-06
"61","USGOOD",0.392,0.0097994824240912,0.208548817570087,0.618103666505984,-0.00157326281318867
"62","USTPU",0.043,-0.0882574586194382,-0.0293782592966418,0.368627936136911,0.00151046165892154
"63","USTRADE",0.008,-0.0641538363524862,0.0452205359286584,0.340560481975616,0.000151577524536389
"64","USWTRADE",0.065,0.0939922542651624,-0.214865009350096,0.40033897111183,-0.00375858658217363
"65","VXOCLSx",0.002,-0.0963703112861548,1.06787094401191,0.716175534303103,-6.77859922230983e-05
"66","W875RX1",0.002,-0.0464523928025799,0.41859440964338,0.66686459437216,2.30654882843807e-05
"67","WPSID61",0.003,0.310476705355606,0.778251255509899,0.794911345420622,-1.55177094792287e-05
