T_len,rho,R2_target,phi_f,phi_eta,phi_u,z,rmsfe_base,rmsfe_rs,rel_rmsfe,rmse_pooled_base,rmse_pooled_rs,bias_base,var_base,bias_rs,var_rs,Q_ols,Q_rs_bag,Q_rs_subavg,L_ols,L_rs_bag,L_rs_subavg
150,0.800000,0.300000,0.3,0.7,0.0,12,1.096886,1.021229,0.931025,1.111948,1.034821,0.000245,1.236183,0.000047,1.070808,0.672884,0.890270,0.964181,1.042292,0.967213,1.047518
150,0.800000,0.300000,0.3,0.7,0.0,13,1.096886,1.022467,0.932154,1.111948,1.035986,0.000245,1.236183,0.000044,1.073222,0.672884,0.880248,0.951905,1.042292,0.963898,1.042372
150,0.800000,0.300000,0.3,0.7,0.0,14,1.096886,1.023699,0.933278,1.111948,1.037219,0.000245,1.236183,0.000045,1.075778,0.672884,0.870824,0.940492,1.042292,0.961191,1.038095
150,0.800000,0.300000,0.3,0.7,0.0,15,1.096886,1.025706,0.935107,1.111948,1.039129,0.000245,1.236183,0.000045,1.079744,0.672884,0.861813,0.929775,1.042292,0.958899,1.034525
150,0.800000,0.300000,0.3,0.7,0.0,16,1.096886,1.027738,0.936960,1.111948,1.041142,0.000245,1.236183,0.000047,1.083931,0.672884,0.853188,0.919709,1.042292,0.957002,1.031627
150,0.800000,0.300000,0.3,0.7,0.0,17,1.096886,1.029967,0.938991,1.111948,1.043315,0.000245,1.236183,0.000048,1.088458,0.672884,0.844880,0.910146,1.042292,0.955434,1.029251
150,0.800000,0.300000,0.3,0.7,0.0,18,1.096886,1.032423,0.941231,1.111948,1.045751,0.000245,1.236183,0.000048,1.093546,0.672884,0.836803,0.900987,1.042292,0.954102,1.027296
150,0.800000,0.300000,0.3,0.7,0.0,19,1.096886,1.035118,0.943687,1.111948,1.048368,0.000245,1.236183,0.000046,1.099029,0.672884,0.828958,0.892230,1.042292,0.953016,1.025770
150,0.800000,0.300000,0.3,0.7,0.0,20,1.096886,1.037989,0.946305,1.111948,1.051222,0.000245,1.236183,0.000046,1.105020,0.672884,0.821305,0.883789,1.042292,0.952133,1.024586
150,0.800000,0.300000,0.3,0.7,0.0,21,1.096886,1.041063,0.949107,1.111948,1.054257,0.000245,1.236183,0.000049,1.111409,0.672884,0.813806,0.875601,1.042292,0.951415,1.023677
150,0.800000,0.300000,0.3,0.7,0.0,22,1.096886,1.044211,0.951977,1.111948,1.057392,0.000245,1.236183,0.000049,1.118029,0.672884,0.806436,0.867620,1.042292,0.950837,1.022996
150,0.800000,0.300000,0.3,0.7,0.0,23,1.096886,1.047707,0.955165,1.111948,1.060874,0.000245,1.236183,0.000047,1.125406,0.672884,0.799241,0.859875,1.042292,0.950458,1.022586
150,0.800000,0.300000,0.3,0.7,0.0,24,1.096886,1.051122,0.958278,1.111948,1.064259,0.000245,1.236183,0.000048,1.132600,0.672884,0.792157,0.852261,1.042292,0.950206,1.022325
150,0.800000,0.300000,0.3,0.7,0.0,25,1.096886,1.055048,0.961857,1.111948,1.068191,0.000245,1.236183,0.000046,1.140987,0.672884,0.785225,0.844821,1.042292,0.950132,1.022270
150,0.800000,0.300000,0.3,0.7,0.0,26,1.096886,1.058932,0.965399,1.111948,1.072058,0.000245,1.236183,0.000046,1.149262,0.672884,0.778398,0.837488,1.042292,0.950185,1.022345
150,0.800000,0.300000,0.3,0.7,0.0,27,1.096886,1.063297,0.969378,1.111948,1.076428,0.000245,1.236183,0.000041,1.158655,0.672884,0.771716,0.830267,1.042292,0.950419,1.022558
150,0.800000,0.300000,0.3,0.7,0.0,28,1.096886,1.067690,0.973382,1.111948,1.080785,0.000245,1.236183,0.000038,1.168060,0.672884,0.765149,0.823125,1.042292,0.950799,1.022874
150,0.800000,0.300000,0.3,0.7,0.0,29,1.096886,1.072488,0.977757,1.111948,1.085599,0.000245,1.236183,0.000038,1.178487,0.672884,0.758721,0.816071,1.042292,0.951361,1.023306
150,0.800000,0.300000,0.3,0.7,0.0,30,1.096886,1.077314,0.982157,1.111948,1.090419,0.000245,1.236183,0.000036,1.188978,0.672884,0.752423,0.809080,1.042292,0.952097,1.023826
150,0.800000,0.300000,0.3,0.7,0.0,31,1.096886,1.082343,0.986741,1.111948,1.095492,0.000245,1.236183,0.000034,1.200069,0.672884,0.746246,0.802127,1.042292,0.953001,1.024403
150,0.800000,0.300000,0.3,0.7,0.0,32,1.096886,1.087779,0.991697,1.111948,1.100960,0.000245,1.236183,0.000030,1.212083,0.672884,0.740225,0.795223,1.042292,0.954124,1.025056
150,0.800000,0.300000,0.3,0.7,0.0,33,1.096886,1.093745,0.997137,1.111948,1.106926,0.000245,1.236183,0.000028,1.225257,0.672884,0.734359,0.788365,1.042292,0.955470,1.025780
150,0.800000,0.300000,0.3,0.7,0.0,34,1.096886,1.099839,1.002692,1.111948,1.113068,0.000245,1.236183,0.000027,1.238893,0.672884,0.728653,0.781542,1.042292,0.957052,1.026564
