"k","Q_subset_mc","Q_bag_inf_mc","Q_bag_G_mc","Q_opt","Q_ave","R_weight_exact_mc","R_bag_inf_mc","R_weight_identity_gap","w_l2_mc","w_max_abs_mc","L_pop_bag_inf","L_pop_opt"
2,0.486057907108793,0.00777451977555433,0.0101659367122205,0.0038589777078994,0.00682059715646099,0.00391554206765493,0.00391554206765493,8.67361737988404e-19,0.102435885199861,0.0443347110869346,1.01331174241168,1.37094173821303
3,0.268473739341568,0.00672674362894182,0.00803547860750496,0.0038589777078994,0.00682059715646099,0.00286776592104242,0.00286776592104243,4.77048955893622e-18,0.10026524684873,0.0422820553955118,1.01785079604473,1.37094173821303
4,0.16092260480212,0.00554018729275829,0.0063170993803051,0.0038589777078994,0.00682059715646099,0.0016812095848589,0.00168120958485889,-2.38524477946811e-18,0.0911671685297583,0.0411023534775779,1.0222991904143,1.37094173821303
5,0.104810055917613,0.00520743937311223,0.00570545245583473,0.0038589777078994,0.00682059715646099,0.00134846166521283,0.00134846166521283,-8.67361737988404e-19,0.0856085375231188,0.0407687071880301,1.02767017544849,1.37094173821303
6,0.0707686104013998,0.00483461789348209,0.00516428785602168,0.0038589777078994,0.00682059715646099,0.00097564018558269,0.00097564018558269,6.50521303491303e-19,0.0712293662026239,0.0304073393141803,1.03306030940734,1.37094173821303
7,0.0547194620465946,0.00457876629795134,0.00482946977669456,0.0038589777078994,0.00682059715646099,0.000719788590051946,0.000719788590051946,-1.0842021724855e-19,0.0660464290872813,0.0335387171886056,1.03863228379958,1.37094173821303
8,0.0429113801497063,0.00438986657904605,0.00458247414689935,0.0038589777078994,0.00682059715646099,0.000530888871146652,0.00053088887114665,-1.95156391047391e-18,0.0571474899206991,0.0278777683929583,1.04433719081799,1.37094173821303
9,0.034226866533931,0.00428924696252906,0.00443893506038607,0.0038589777078994,0.00682059715646099,0.000430269254629665,0.000430269254629663,-1.35525271560688e-18,0.0546018577029262,0.0263767944099317,1.05019961253796,1.37094173821303
10,0.0284469110743397,0.00416854515368507,0.00428993698328835,0.0038589777078994,0.00682059715646099,0.000309567445785675,0.000309567445785677,1.89735380184963e-18,0.046115365001525,0.0236218144118438,1.05610829748922,1.37094173821303
11,0.0248425763734586,0.00407368737449766,0.00417753181949247,0.0038589777078994,0.00682059715646099,0.00021470966659827,0.000214709666598265,-5.28548559086683e-18,0.0378022045929238,0.0183967442295092,1.06211262884123,1.37094173821303
12,0.0223741157706217,0.00409650632712439,0.00418789437434187,0.0038589777078994,0.00682059715646099,0.000237528619224988,0.000237528619224989,1.35525271560688e-18,0.0401727807704624,0.0190148406335399,1.06831198056898,1.37094173821303
13,0.0198487251305993,0.00403136019522846,0.00411044701990531,0.0038589777078994,0.00682059715646099,0.00017238248732906,0.000172382487329061,1.62630325872826e-18,0.0335672260690356,0.0168275783809986,1.07448970126156,1.37094173821303
14,0.0179798960091458,0.0040190675461519,0.00408887168846687,0.0038589777078994,0.00682059715646099,0.000160089838252498,0.000160089838252499,1.27393755267047e-18,0.034565057934635,0.0172820198273699,1.08079699624086,1.37094173821303
15,0.0161105133725513,0.00398447966439266,0.00404510983293345,0.0038589777078994,0.00682059715646099,0.000125501956493263,0.000125501956493264,1.35525271560688e-18,0.0305588914957741,0.0155909064714633,1.08715479158925,1.37094173821303
