"k","Q_subset_mc","Q_bag_inf_mc","Q_bag_G_mc","Q_opt","Q_ave","R_weight_exact_mc","R_bag_inf_mc","R_weight_identity_gap","w_l2_mc","w_max_abs_mc","L_pop_bag_inf","L_pop_opt"
16,0.0149058491606017,0.00396059383781192,0.00401532011442587,0.0038589777078994,0.00682059715646099,0.000101616129912527,0.000101616129912527,4.60785923306339e-19,0.027466744345291,0.0139016891467459,1.09359993257333,1.37094173821303
17,0.0136699371936322,0.00395334577443725,0.00400192873153322,0.0038589777078994,0.00682059715646099,9.43680665378525e-05,9.43680665378525e-05,5.42101086242752e-20,0.0273564424987706,0.0153319495364097,1.10014049267498,1.37094173821303
18,0.0126308853938263,0.0039184976379074,0.003962059576687,0.0038589777078994,0.00682059715646099,5.95199300080118e-05,5.95199300080082e-05,-3.61174848709234e-18,0.0212039463241818,0.0105453523089511,1.1067294281189,1.37094173821303
19,0.0119034531408075,0.00393224862342688,0.00397210464601378,0.0038589777078994,0.00682059715646099,7.32709155274792e-05,7.32709155274796e-05,4.20128341838133e-19,0.0245545507648198,0.0139286890689778,1.11345213029144,1.37094173821303
20,0.0110506631140537,0.00390408648189606,0.00393981936505685,0.0038589777078994,0.00682059715646099,4.51087739966702e-05,4.5108773996667e-05,-3.18484388167617e-18,0.0189641744349634,0.0111247123759165,1.12021004772065,1.37094173821303
21,0.0104097146602537,0.00390024733848856,0.00393279467509739,0.0038589777078994,0.00682059715646099,4.12696305891705e-05,4.12696305891668e-05,-3.65240606856054e-18,0.0182883357497207,0.0098551891441806,1.1270781917972,1.37094173821303
22,0.00985407029065278,0.00389535369701592,0.0039251472799841,0.0038589777078994,0.00682059715646099,3.63759891165213e-05,3.63759891165208e-05,-4.94667241196511e-19,0.0169373409157038,0.00820870732998967,1.13402993658367,1.37094173821303
23,0.00930371047114525,0.0038848064940122,0.00391190101389786,0.0038589777078994,0.00682059715646099,2.58287861128044e-05,2.58287861128028e-05,-1.64663204946236e-18,0.0141542924120902,0.00697538922337172,1.14106161235034,1.37094173821303
24,0.00884420577210369,0.0038830939475157,0.00390789950663864,0.0038589777078994,0.00682059715646099,2.41162396163084e-05,2.41162396163058e-05,-2.60208521396521e-18,0.0143090732878202,0.00686742706271845,1.14819128870247,1.37094173821303
25,0.00844486968297255,0.00388966033078372,0.00391243637754466,0.0038589777078994,0.00682059715646099,3.06826228843201e-05,3.06826228843237e-05,3.65240606856054e-18,0.0168540028331618,0.0097407991722971,1.15542017509769,1.37094173821303
26,0.00806534271596087,0.00387803692534877,0.00389897345430183,0.0038589777078994,0.00682059715646099,1.90592174493779e-05,1.90592174493772e-05,-7.6232965252887e-19,0.01248636529088,0.00712601288501763,1.16271949846417,1.37094173821303
27,0.00768980548319048,0.00387315681138403,0.00389224005474306,0.0038589777078994,0.00682059715646099,1.41791034846301e-05,1.41791034846345e-05,4.44861703897959e-18,0.0105842646553208,0.00548796909616597,1.17011966685658,1.37094173821303
28,0.00739338681653431,0.00387242888312209,0.00389003367278916,0.0038589777078994,0.00682059715646099,1.34511752227017e-05,1.34511752226977e-05,-4.00646584051284e-18,0.0105623643992603,0.00580230039824933,1.17761958003597,1.37094173821303
29,0.00708760345996354,0.00387079052032188,0.00388687458502009,0.0038589777078994,0.00682059715646099,1.18128124224859e-05,1.1812812422486e-05,6.09863722023096e-20,0.00998514626102516,0.00591998796872074,1.18521519138851,1.37094173821303
30,0.0068040368741346,0.00386812854001221,0.00388280808168282,0.0038589777078994,0.00682059715646099,9.15083211280548e-06,9.15083211281038e-06,4.90601483049691e-18,0.00889769304947347,0.00574712415013378,1.19290823066768,1.37094173821303
31,0.00658926456379945,0.00387027435588231,0.00388386930692189,0.0038589777078994,0.00682059715646099,1.12966479829093e-05,1.12966479829104e-05,1.13671821521527e-18,0.0100682046245639,0.00594509381886158,1.20070758305311,1.37094173821303
32,0.00632786590749447,0.0038672840709846,0.00387958698016714,0.0038589777078994,0.00682059715646099,8.30636308519648e-06,8.30636308519822e-06,1.73472347597681e-18,0.00859979228457871,0.00500596116792652,1.20860337490125,1.37094173821303
33,0.00612581921830033,0.0038657134989546,0.00387701402755133,0.0038589777078994,0.00682059715646099,6.73579105520311e-06,6.73579105520822e-06,5.11014977078519e-18,0.00750585650367591,0.00421540650195174,1.21660546735304,1.37094173821303
34,0.00590067316440366,0.00386379175290698,0.00387397615996446,0.0038589777078994,0.00682059715646099,4.81404500758162e-06,4.81404500757895e-06,-2.67323598153457e-18,0.00640843920881526,0.00461603770291752,1.22471382593855,1.37094173821303
35,0.00573779881710412,0.00386480126740877,0.00387416625515724,0.0038589777078994,0.00682059715646099,5.82355950936269e-06,5.82355950936838e-06,5.68528514197086e-18,0.00716148603917003,0.00428288314107401,1.23293462169084,1.37094173821303
36,0.00553776366464765,0.00386230807470906,0.00387068535265876,0.0038589777078994,0.00682059715646099,3.3303668096664e-06,3.33036680966745e-06,1.05116788754259e-18,0.00530058523323483,0.00303906160418672,1.24126217822751,1.37094173821303
37,0.00537866186168485,0.00386276627480671,0.0038703457527411,0.0038589777078994,0.00682059715646099,3.7885669073134e-06,3.78856690731039e-06,-3.0090845451209e-18,0.00562789031409406,0.00315506384756486,1.24970670903598,1.37094173821303
38,0.00522706835449579,0.0038623720134341,0.00386919549513941,0.0038589777078994,0.00682059715646099,3.39430553470779e-06,3.39430553470115e-06,-6.63565610879019e-18,0.00540404424731192,0.00351025698128567,1.25826584985246,1.37094173821303
39,0.00507578165440899,0.0038614241523404,0.00386749593985074,0.0038589777078994,0.00682059715646099,2.44644444100664e-06,2.4464444410028e-06,-3.84214144874551e-18,0.00453751557680865,0.00278175541459377,1.26694234910261,1.37094173821303
40,0.00492521100937186,0.00386071789260533,0.00386604035818916,0.0038589777078994,0.00682059715646099,1.74018470593471e-06,1.74018470593161e-06,-3.09971707047711e-18,0.00387766405432584,0.00264490809532951,1.27573966232185,1.37094173821303
41,0.0047925286546449,0.00386027705517705,0.00386493831317438,0.0038589777078994,0.00682059715646099,1.29934727765637e-06,1.29934727764909e-06,-7.27897763222983e-18,0.00321267065738902,0.00178592701263466,1.28466035455313,1.37094173821303
42,0.00466289592034272,0.003859815320051,0.00386383072305246,0.0038589777078994,0.00682059715646099,8.3761215159742e-07,8.37612151603339e-07,5.91864271893942e-18,0.00241171202503013,0.00126183737434499,1.29370666340542,1.37094173821303
43,0.00454435605178902,0.00385956324752435,0.00386298721154567,0.0038589777078994,0.00682059715646099,5.85539624950085e-07,5.85539624951489e-07,1.40459238478444e-18,0.00218096191835388,0.00105630186439041,1.30288156081062,1.37094173821303
44,0.00443299595988127,0.00385947175234546,0.00386233937338314,0.0038589777078994,0.00682059715646099,4.94044446066853e-07,4.94044446060736e-07,-6.11737782418896e-18,0.00193918687712835,0.00103937204202924,1.31218773807628,1.37094173821303
45,0.004331621606734,0.00385939581654203,0.00386175694549299,0.0038589777078994,0.00682059715646099,4.18108642630047e-07,4.18108642634678e-07,4.63184085338253e-18,0.00178455005049514,0.000879448871693576,1.32162783765775,1.37094173821303
46,0.00422612581659195,0.00385932909708244,0.00386116308067999,0.0038589777078994,0.00682059715646099,3.51389183046121e-07,3.51389183041693e-07,-4.42797061089026e-18,0.00174833587222109,0.00141865773140074,1.3312047624983,1.37094173821303
47,0.00412494324151716,0.0038591668851926,0.00386049576697423,0.0038589777078994,0.00682059715646099,1.89177293210535e-07,1.89177293205989e-07,-4.54536408342379e-18,0.00128110990932429,0.000595905912848631,1.34092136890504,1.37094173821303
48,0.00403398706839602,0.0038590670886871,0.00385994168858564,0.0038589777078994,0.00682059715646099,8.93807877015302e-08,8.93807876986737e-08,-2.85655244016612e-18,0.000831150081726936,0.000429933305510513,1.35078095056787,1.37094173821303
49,0.00394276661478144,0.00385901490951514,0.00385943366804147,0.0038589777078994,0.00682059715646099,3.72016157409495e-08,3.72016157445393e-08,3.58981827469233e-18,0.000579600944274547,0.000358365656027114,1.36078666465512,1.37094173821303
50,0.0038589777078994,0.00385897770789937,0.00385897770789937,0.0038589777078994,0.00682059715646099,1.04926334510491e-29,-2.55871712706579e-17,-2.55871712706684e-17,4.78475100841695e-15,1.9220736113823e-15,1.37094173821303,1.37094173821303
