"sigma_type","T_len","z","rmsfe_base","rmsfe_rs","rel_rmsfe","Q_rs_bag","L_rs_bag"
"factor",500,2,1.13354131451948,1.12802104368598,0.995130066489154,1.1906995302678,1.19314478755014
"factor",500,3,1.13354131451948,1.12399510976551,0.991578423625412,1.17013317996369,1.17494909840459
"factor",500,4,1.13354131451948,1.11917618657357,0.987327212725362,1.15270447674421,1.1598354285025
"factor",500,5,1.13354131451948,1.11555984018871,0.984136904318835,1.1373347877688,1.14673532747426
"factor",500,6,1.13354131451948,1.11211573112985,0.981098542139402,1.12297326335233,1.13459954256281
"factor",500,7,1.13354131451948,1.10866166895863,0.978051399413354,1.10947774614644,1.12329024230966
"factor",500,8,1.13354131451948,1.10623222197242,0.975908163030973,1.09671641770726,1.1126787161284
"factor",500,9,1.13354131451948,1.10366740908225,0.973645508059931,1.0845656257249,1.10264372247773
"factor",500,10,1.13354131451948,1.10065453340824,0.970987576112134,1.07332697935513,1.09349612764122
"factor",500,11,1.13354131451948,1.09897667382012,0.969507383404006,1.06269230619257,1.08492683191721
"factor",500,12,1.13354131451948,1.09573289844513,0.96664575380706,1.05271310175181,1.07699223415125
"factor",500,13,1.13354131451948,1.09342951969299,0.964613733692187,1.04329840095769,1.06960295983777
"factor",500,14,1.13354131451948,1.09247239794011,0.963769369450123,1.03445460921386,1.062769122865
"factor",500,15,1.13354131451948,1.09014082667301,0.961712478150945,1.02629515750436,1.05661099758872
"factor",500,16,1.13354131451948,1.08875032791944,0.960485792598539,1.018533330106,1.0508371227112
"factor",500,17,1.13354131451948,1.08777378495937,0.959624295141357,1.01128836339119,1.04557306804788
"factor",500,18,1.13354131451948,1.08616503325254,0.958205068787431,1.00452844222963,1.04078936543066
"factor",500,19,1.13354131451948,1.08481767946662,0.957016445339249,0.99807050218857,1.03629874341029
"factor",500,20,1.13354131451948,1.08437258451784,0.956623786560013,0.992055703580552,1.03225007183074
"factor",500,21,1.13354131451948,1.08371050383657,0.956039704910057,0.986340322127924,1.02849631201612
"factor",500,22,1.13354131451948,1.08385390747364,0.956166214314909,0.980985991797119,1.02510379521797
"factor",500,23,1.13354131451948,1.08338207935237,0.955749971770216,0.9760443037006,1.0221288200976
"factor",500,24,1.13354131451948,1.08325983425703,0.955642128241466,0.971371536449853,1.01942333521678
"factor",500,25,1.13354131451948,1.08312350315868,0.955521858166965,0.966873238005461,1.01688959285691
"factor",500,26,1.13354131451948,1.08274431403086,0.955187340912971,0.962746638618617,1.01473675983964
"factor",500,27,1.13354131451948,1.08199470600951,0.954526043427161,0.958859341763151,1.01282728144445
"factor",500,28,1.13354131451948,1.08335559581232,0.955726608228273,0.955116960350693,1.01106298330124
"factor",500,29,1.13354131451948,1.08386755893291,0.956178257510068,0.951688313098552,1.00962384819317
"factor",500,30,1.13354131451948,1.08357861726983,0.955923355761559,0.948486766988738,1.00841983793274
"factor",500,31,1.13354131451948,1.08363234748187,0.955970756073616,0.945427806462263,1.00736261339555
"factor",500,32,1.13354131451948,1.08481285452135,0.957012188815726,0.942579373271311,1.00652542941596
"factor",500,33,1.13354131451948,1.08586733112308,0.957942438633912,0.939883134610904,1.00584755271429
"factor",500,34,1.13354131451948,1.08677914778292,0.958746835128468,0.937445975941321,1.00544452993809
"factor",500,35,1.13354131451948,1.08737484145417,0.95927235075249,0.93509514842546,1.00513251374894
"factor",500,36,1.13354131451948,1.08889525828101,0.960613648866074,0.932939401190891,1.00502932281404
"factor",500,37,1.13354131451948,1.08969457251487,0.961318796727576,0.930978187492195,1.00513568598942
"factor",500,38,1.13354131451948,1.09118420019606,0.962632932932507,0.929173266135965,1.00541164674475
"factor",500,39,1.13354131451948,1.09198266334664,0.963337329975957,0.92747358187895,1.00580293385738
"factor",500,40,1.13354131451948,1.09385771672278,0.964991485278568,0.925984808035853,1.00642522319248
"factor",500,41,1.13354131451948,1.09486554466937,0.965880582070793,0.924583485068193,1.00714554411025
"factor",500,42,1.13354131451948,1.09683110774346,0.967614584218674,0.923377861909607,1.00808273804892
"factor",500,43,1.13354131451948,1.09837813572331,0.968979358453224,0.922286941229026,1.00914965132229
"factor",500,44,1.13354131451948,1.10034718227608,0.970716433694813,0.921337970158796,1.01037702568777
"factor",500,45,1.13354131451948,1.10226172891452,0.972405429599868,0.920542528935413,1.01177868163157
"factor",500,46,1.13354131451948,1.10374139082337,0.973710774089658,0.919875104561047,1.01332768019944
"factor",500,47,1.13354131451948,1.10615078522054,0.975836320257495,0.919356412086484,1.01504790966763
"factor",500,48,1.13354131451948,1.1081358340582,0.97758751257156,0.918977209209703,1.01693030090256
"factor",500,49,1.13354131451948,1.11053041890737,0.97969999388874,0.918741295447957,1.01898017683614
"factor",500,50,1.13354131451948,1.11285059832204,0.981746835397691,0.918645786601582,1.0211954730391
