"k","Q_subset_mc","Q_bag_inf_mc","Q_bag_G_mc","Q_opt","Q_ave","R_weight_exact_mc","R_bag_inf_mc","R_weight_identity_gap","w_l2_mc","w_max_abs_mc","L_pop_bag_inf","L_pop_opt"
2,0.573351591519005,0.163404569411155,0.165454304521695,0.155172413793103,0.164000228359631,0.00823215561805186,0.00823215561805196,1.00613961606655e-16,0.0980878320702309,0.0699568965517241,1.16979690221012,1.57758620689655
3,0.420395934424849,0.163815163810099,0.165098067663173,0.155172413793103,0.164000228359631,0.00864275001699577,0.0086427500169958,3.29597460435593e-17,0.0949937576118024,0.0659748267041456,1.1766749998743,1.57758620689655
4,0.345285202889603,0.163498328784678,0.164407263155203,0.155172413793103,0.164000228359631,0.00832591499157446,0.00832591499157456,1.05818132034585e-16,0.0951494127919564,0.0661308859462831,1.18288996759776,1.57758620689655
5,0.300848618648213,0.162387200756666,0.163079507846123,0.155172413793103,0.164000228359631,0.00721478696356206,0.00721478696356218,1.11889664200504e-16,0.0929842131921037,0.0661459592996827,1.18836233373447,1.57758620689655
6,0.26907377542762,0.161380711969038,0.161919177286331,0.155172413793103,0.164000228359631,0.00620829817593455,0.00620829817593463,7.54604712049911e-17,0.0902654470764609,0.0620445258934151,1.19400376567603,1.57758620689655
7,0.248150647173357,0.160940095100855,0.161376147861217,0.155172413793103,0.164000228359631,0.00576768130775138,0.00576768130775143,5.20417042793042e-17,0.0888069413293777,0.0613383854448189,1.2002939966297,1.57758620689655
8,0.232973167140672,0.16090628686548,0.161266621266856,0.155172413793103,0.164000228359631,0.00573387307237642,0.00573387307237647,5.03069808033274e-17,0.0896630540693462,0.0618692368037511,1.20707869600218,1.57758620689655
9,0.220396251729077,0.159815315443826,0.160118220125252,0.155172413793103,0.164000228359631,0.00464290165072255,0.00464290165072262,6.59194920871187e-17,0.0856226678797252,0.058838084187944,1.21283544414983,1.57758620689655
10,0.211821391774421,0.159808186746316,0.160068252771456,0.155172413793103,0.164000228359631,0.00463577295321195,0.00463577295321208,1.20563281580388e-16,0.0835574578985659,0.0574165851336978,1.21979826537112,1.57758620689655
11,0.203597697452415,0.15909232270752,0.159314849581245,0.155172413793103,0.164000228359631,0.00391990891441675,0.00391990891441679,4.0766001685455e-17,0.0801347014902197,0.0557108451308866,1.22609187893339,1.57758620689655
