"k","Q_subset_mc","Q_bag_inf_mc","Q_bag_G_mc","Q_opt","Q_ave","R_weight_exact_mc","R_bag_inf_mc","R_weight_identity_gap","w_l2_mc","w_max_abs_mc","L_pop_bag_inf","L_pop_opt"
12,0.19738221735547,0.158887098878441,0.159079574470826,0.155172413793103,0.164000228359631,0.00371468508533744,0.00371468508533754,9.49761103097302e-17,0.0792261881680314,0.054922219804893,1.23300197148113,1.57758620689655
13,0.192659763021738,0.158598652151731,0.158768957706081,0.155172413793103,0.164000228359631,0.00342623835862741,0.00342623835862749,7.97972798949331e-17,0.0779205729623809,0.0537060688680896,1.23990382072378,1.57758620689655
14,0.187945881496245,0.158337147375059,0.158485191045665,0.155172413793103,0.164000228359631,0.00316473358195527,0.0031647335819554,1.36609473733174e-16,0.0772149045521181,0.0521718813052045,1.24691587040962,1.57758620689655
15,0.184900440945372,0.158104162665709,0.158238144057107,0.155172413793103,0.164000228359631,0.00293174887260565,0.00293174887260567,1.17093834628434e-17,0.0756054535844203,0.0515152397111869,1.25404178560843,1.57758620689655
16,0.181370664606056,0.157875156812387,0.157992634351355,0.155172413793103,0.164000228359631,0.00270274301928327,0.0027027430192833,3.33934269125535e-17,0.0752790262700076,0.0500859159440503,1.26125686724206,1.57758620689655
17,0.178418219633933,0.157627110807693,0.157731066351824,0.155172413793103,0.164000228359631,0.00245469701458944,0.00245469701458942,-2.12503625807159e-17,0.0714481272210315,0.0478852253273088,1.26853749268148,1.57758620689655
18,0.176165412601249,0.157369243234105,0.157463224080941,0.155172413793103,0.164000228359631,0.00219682944100163,0.00219682944100169,5.98479599211998e-17,0.0683366124476496,0.0458761013101668,1.27589500910748,1.57758620689655
19,0.17410032108897,0.157085060191925,0.15717013649641,0.155172413793103,0.164000228359631,0.00191264639882145,0.00191264639882158,1.24249568966839e-16,0.0658151928940112,0.0436504544660798,1.28331252130377,1.57758620689655
20,0.17270936108068,0.157214374230454,0.157291849164705,0.155172413793103,0.164000228359631,0.00204196043734994,0.00204196043735008,1.40512601554121e-16,0.0684638964030451,0.0457067290706663,1.29128189319618,1.57758620689655
21,0.170970856997835,0.156898069351831,0.156968433290061,0.155172413793103,0.164000228359631,0.00172565555872773,0.00172565555872783,1.05601291600088e-16,0.06371369639356,0.0436040700187555,1.29884875270788,1.57758620689655
22,0.169305345820921,0.156788133139002,0.156850719202411,0.155172413793103,0.164000228359631,0.00161571934589802,0.0016157193458981,8.08814820674186e-17,0.0621630227728196,0.0418328387943403,1.30674215039776,1.57758620689655
23,0.167860267050023,0.156582137213693,0.156638527862874,0.155172413793103,0.164000228359631,0.00140972342058906,0.0014097234205892,1.43331527202584e-16,0.0597320191610779,0.0394656039021025,1.31462441683296,1.57758620689655
24,0.16682808989119,0.156513267481288,0.156564841593337,0.155172413793103,0.164000228359631,0.00134085368818432,0.00134085368818435,2.68882138776405e-17,0.0587800939468979,0.0390285895698747,1.32276204968172,1.57758620689655
25,0.165727020781052,0.156390565593929,0.156437247869865,0.155172413793103,0.164000228359631,0.00121815180082601,0.00121815180082596,-5.31259064517897e-17,0.0573373157383386,0.0371351381418905,1.33094008492886,1.57758620689655
26,0.164876347730514,0.156259475461079,0.156302559822426,0.155172413793103,0.164000228359631,0.00108706166797572,0.00108706166797587,1.53956708492942e-16,0.0544373518543037,0.0347608946381558,1.33921192410998,1.57758620689655
27,0.163993754401395,0.156177408387477,0.156216490117546,0.155172413793103,0.164000228359631,0.00100499459437338,0.00100499459437328,-9.47592698752331e-17,0.0534823022573034,0.0345019002688001,1.34764627856629,1.57758620689655
28,0.163352164939191,0.156195418491849,0.156231202224086,0.155172413793103,0.164000228359631,0.0010230046987456,0.00102300469874564,4.27175655959289e-17,0.0542066642104008,0.034793466949984,1.35630616400005,1.57758620689655
29,0.162515148195733,0.156012261521191,0.156044775954564,0.155172413793103,0.164000228359631,0.00083984772808815,0.000839847728088039,-1.10480201376273e-16,0.0504980972142506,0.032411633009152,1.36484028295728,1.57758620689655
30,0.161840126880843,0.155886511507301,0.155916279584169,0.155172413793103,0.164000228359631,0.000714097714197752,0.000714097714197698,-5.36680075380325e-17,0.0471399305425688,0.0304119270302251,1.37355345198595,1.57758620689655
31,0.161200658746461,0.155807928989339,0.155834892638125,0.155172413793103,0.164000228359631,0.000635515196235314,0.000635515196235475,1.61762964134837e-16,0.0450693009414427,0.0280948078858789,1.38243693467352,1.57758620689655
32,0.160597456020462,0.155713930849171,0.155738348475028,0.155172413793103,0.164000228359631,0.000541517056067664,0.000541517056067642,-2.23345647532014e-17,0.0419153833969009,0.0260247726730521,1.39141874569341,1.57758620689655
33,0.160066775719249,0.155681643279184,0.155703568941385,0.155172413793103,0.164000228359631,0.000509229486080966,0.000509229486080814,-1.51788304147971e-16,0.0411168898448327,0.0257653535273848,1.40059430940457,1.57758620689655
34,0.159740219744538,0.155657641636031,0.155678054526574,0.155172413793103,0.164000228359631,0.000485227842927673,0.000485227842927732,5.95769093780785e-17,0.0407424488393898,0.0250652592698296,1.40990232279596,1.57758620689655
35,0.159353920471887,0.155614285723745,0.155632983897486,0.155172413793103,0.164000228359631,0.000441871930641233,0.000441871930641824,5.908901840046e-16,0.0387559826776719,0.0242162862428998,1.41931150528487,1.57758620689655
36,0.158757701774957,0.155522255814042,0.155538433043846,0.155172413793103,0.164000228359631,0.00034984202093764,0.000349842020938407,7.66314095512755e-16,0.03570237212322,0.0221227724275363,1.42878765414844,1.57758620689655
37,0.158436064471979,0.155459448262017,0.155474331343066,0.155172413793103,0.164000228359631,0.000287034468913396,0.000287034468913094,-3.01625044385467e-16,0.0320433618423277,0.0192068328461988,1.43842910906088,1.57758620689655
38,0.158023860434576,0.155400635672813,0.155413751796622,0.155172413793103,0.164000228359631,0.000228221879708754,0.000228221879709362,6.07532687352252e-16,0.0290440239822562,0.0179179555163485,1.44820764608305,1.57758620689655
39,0.157626298303275,0.155350249154365,0.155361629400109,0.155172413793103,0.164000228359631,0.000177835361260093,0.000177835361261258,1.16557154553054e-15,0.0261618951659834,0.0159251537946298,1.45813169376034,1.57758620689655
40,0.157458018173424,0.155351794863571,0.155362325980121,0.155172413793103,0.164000228359631,0.000179381070467595,0.00017938107046786,2.64951905901145e-16,0.0261685119529723,0.015808329955737,1.46825957263912,1.57758620689655
41,0.157098031838043,0.155299810084825,0.155308801193591,0.155172413793103,0.164000228359631,0.000127396291722427,0.000127396291721316,-1.11128012174333e-15,0.0224240952904411,0.0129257924808236,1.47846059612254,1.57758620689655
42,0.156883015067523,0.15528861440627,0.155296586409577,0.155172413793103,0.164000228359631,0.00011620061316707,0.000116200613166972,-9.76595106866318e-17,0.021852689442292,0.0126405646249886,1.4888578622278,1.57758620689655
43,0.156582139997748,0.155252987918637,0.155259633679032,0.155172413793103,0.164000228359631,8.05741255359835e-05,8.05741255332504e-05,-2.73309749398293e-15,0.0184555321427087,0.0104239996139739,1.49937089921355,1.57758620689655
44,0.156377913596511,0.155237516726942,0.155243218711289,0.155172413793103,0.164000228359631,6.51029338407974e-05,6.51029338381848e-05,-2.61264263261979e-15,0.0166195234086979,0.00956557634985854,1.51006046829307,1.57758620689655
45,0.15615668471025,0.155217479486941,0.155222175513058,0.155172413793103,0.164000228359631,4.50656938369201e-05,4.5065693837526e-05,6.05906384093524e-16,0.0137586395270522,0.00775069478300269,1.52089783270583,1.57758620689655
46,0.155959063934451,0.155205664551911,0.155209431548824,0.155172413793103,0.164000228359631,3.3250758806838e-05,3.32507588074182e-05,5.80190463814884e-16,0.0121324611394912,0.00695028010268899,1.53190316386232,1.57758620689655
47,0.155727107661347,0.155188481663567,0.155191174793556,0.155172413793103,0.164000228359631,1.60678704674577e-05,1.60678704633488e-05,-4.10887551196767e-15,0.00836833990501402,0.00529163159938964,1.54306198645571,1.57758620689655
48,0.155538026114867,0.155179901993878,0.155181692614483,0.155172413793103,0.164000228359631,7.4882007722972e-06,7.48820077500767e-06,2.71046477363229e-15,0.00575780969966324,0.00364585189679265,1.55439648577117,1.57758620689655
49,0.155321391404468,0.155173504817028,0.155174244249965,0.155172413793103,0.164000228359631,1.09102392725816e-06,1.09102392481519e-06,-2.44297092185644e-15,0.0022272126353556,0.00154299394708676,1.5659018620853,1.57758620689655
50,0.155172413793104,0.155172413793104,0.155172413793104,0.155172413793103,0.164000228359631,1.79580499991061e-30,4.9960036108132e-16,4.99600361081319e-16,1.22356430366665e-15,7.91033905045424e-16,1.57758620689655,1.57758620689655
